level,ep,seed,makespan,done,total,reward,soft,hardExecuted,hardMask,travel,setup,move
L2_3C24L,49,109,337.397,24,24,252.86668014526367,10,0,13,20.444402837936778,150.0,204.44402837936778
L2_3C24L,50,110,262.543,24,24,278.0616931915283,7,0,6,13.127667117495148,120.0,131.27667117495147
L2_3C24L,51,111,398.256,24,24,263.06962490081787,2,0,25,16.434584184342885,180.0,164.34584184342884
L2_3C24L,52,112,279.177,24,24,269.34593772888184,11,0,5,13.846880287880508,110.0,138.4688028788051
L2_3C24L,53,113,282.163,24,24,276.5283741950989,4,0,5,14.90542678465874,140.0,149.0542678465874
L2_3C24L,54,114,490.418,24,24,243.3877739906311,9,0,36,28.70738050698124,160.0,287.0738050698124
L2_3C24L,55,115,353.309,24,24,264.1426968574524,8,0,23,19.524338434974588,130.0,195.2433843497459
L2_3C24L,56,116,269.631,24,24,262.3591299057007,10,0,5,15.46957015798114,130.0,154.6957015798114
L2_3C24L,57,117,315.679,24,24,259.1735315322876,5,0,9,24.4215535319485,170.0,244.21553531948499
L2_3C24L,58,118,366.584,24,24,259.57938957214355,7,0,11,23.06868491457761,150.0,230.6868491457761
L2_3C24L,59,119,276.683,24,24,252.39967393875122,9,0,2,20.334424240887586,160.0,203.3442424088759
L2_3C24L,60,120,378.133,24,24,243.39472198486328,8,0,18,27.01758695038552,180.0,270.1758695038552
L2_3C24L,61,121,302.68,24,24,262.4250822067261,14,0,23,15.249730497061824,100.0,152.49730497061822
L2_3C24L,62,122,278.889,24,24,262.66765117645264,10,0,6,19.441165069993588,130.0,194.4116506999359
L2_3C24L,63,123,330.949,24,24,248.39924573898315,8,0,15,33.66917681741355,160.0,336.6917681741355
L2_3C24L,64,124,328.85,24,24,271.3073892593384,6,0,16,25.64203048488284,130.0,256.42030484882844
L2_3C24L,65,125,278.604,24,24,258.2417869567871,8,0,5,17.52736105250137,160.0,175.27361052501368
L2_3C24L,66,126,326.345,24,24,283.0479850769043,3,0,21,26.50672229314223,120.0,265.0672229314223
L2_3C24L,67,127,269.7,24,24,287.6644992828369,5,0,4,14.45165746631208,110.0,144.51657466312082
L2_3C24L,68,128,304.411,24,24,290.6721930503845,2,0,10,14.42602515682306,120.0,144.26025156823061
L2_3C24L,69,129,270.292,24,24,271.35216426849365,10,0,12,13.82611526198183,110.0,138.26115261981823
L2_3C24L,70,130,259.293,24,24,298.75044345855713,3,0,5,10.831864713313108,100.0,108.31864713313107
L2_3C24L,71,131,386.466,24,24,263.2967767715454,7,0,23,15.677400667233629,140.0,156.7740066723363
L2_3C24L,72,132,589.563,24,24,269.0411305427551,3,0,89,23.196219149176404,130.0,231.96219149176403
L2_3C24L,73,133,320.451,24,24,289.74166536331177,6,0,21,12.527769629517554,90.0,125.27769629517555
L2_3C24L,74,134,366.248,24,24,256.3486189842224,11,0,11,20.50457203346354,130.0,205.0457203346354
L2_3C24L,75,135,277.87,24,24,268.15594005584717,8,0,6,16.146869321984784,130.0,161.46869321984784
L2_3C24L,76,136,339.26,24,24,274.5043234825134,3,0,8,18.318927778901216,150.0,183.18927778901215
L2_3C24L,77,137,341.741,24,24,263.6933898925781,9,0,25,16.022008376436265,130.0,160.22008376436267
L2_3C24L,78,138,432.504,24,24,238.3343014717102,14,0,39,27.21897446805398,140.0,272.18974468053983
L2_3C24L,79,139,302.501,24,24,276.3733959197998,3,0,5,17.088675996758145,150.0,170.88675996758147
L2_3C24L,80,140,395.134,24,24,269.0295705795288,2,0,18,23.234763736073546,160.0,232.34763736073546
L2_3C24L,81,101,278.691,24,24,283.8062171936035,2,0,7,15.645942741870414,140.0,156.4594274187041
L2_3C24L,82,102,379.109,24,24,248.07511484622955,8,0,23,33.082950790767114,160.0,330.82950790767114
L2_3C24L,83,103,310.139,24,24,275.38491010665894,2,0,10,27.050287214232156,150.0,270.5028721423215
L2_3C24L,84,104,308.154,24,24,296.5720043182373,2,0,10,21.426634857912173,100.0,214.26634857912177
L2_3C24L,85,105,302.958,24,24,259.2776107788086,9,0,6,14.074647981665587,150.0,140.7464798166559
L2_3C24L,86,106,296.01,24,24,264.4185667037964,6,0,10,21.938106480159846,150.0,219.38106480159843
L2_3C24L,87,107,290.762,24,24,241.50102996826172,15,0,14,13.329901737973787,150.0,133.29901737973788
L2_3C24L,88,108,333.717,24,24,277.69944190979004,4,0,21,19.335153182996912,130.0,193.3515318299691
L2_3C24L,89,109,317.942,24,24,275.6273708343506,5,0,8,26.24207929685205,130.0,262.4207929685205
L2_3C24L,90,110,341.071,24,24,265.90086126327515,6,0,17,11.997110233080429,150.0,119.97110233080431
L2_3C24L,91,111,399.337,24,24,287.61778450012207,0,0,32,16.274014856782888,130.0,162.74014856782887
L2_3C24L,92,112,335.024,24,24,265.1918125152588,9,0,15,16.027264604849062,130.0,160.27264604849057
L2_3C24L,93,113,266.527,24,24,288.6586685180664,0,0,1,22.80444680646772,140.0,228.04446806467712
L2_3C24L,94,114,314.207,24,24,276.3692922592163,5,0,10,18.76903682777185,130.0,187.69036827771848
L2_3C24L,95,115,371.848,24,24,269.2582392692566,3,0,26,17.472504780486236,160.0,174.72504780486233
L2_3C24L,96,116,315.484,24,24,262.14176511764526,6,0,8,16.194101909087852,160.0,161.9410190908785
L2_3C24L,97,117,307.725,24,24,273.21969270706177,1,0,11,15.934346261509962,170.0,159.3434626150996
L2_3C24L,98,118,391.325,24,24,281.47493028640747,5,0,22,18.41689532048685,110.0,184.16895320486853
L2_3C24L,99,119,269.263,24,24,268.25234508514404,7,0,5,19.158840099795245,140.0,191.58840099795242
L2_3C24L,100,120,279.086,24,24,248.3874547481537,13,0,8,18.708479841706513,140.0,187.08479841706512
L2_3C24L,101,121,434.966,24,24,255.88702869415283,10,0,44,22.043229913791745,130.0,220.43229913791743
L2_3C24L,102,122,269.434,24,24,282.6921052932739,7,0,9,9.359658643040351,110.0,93.5965864304035
L2_3C24L,103,123,245.421,24,24,289.2933883666992,4,0,3,19.022019638619728,110.0,190.22019638619724
L2_3C24L,104,124,293.162,24,24,306.41841411590576,2,0,13,15.271950243198912,80.0,152.7195024319891
L2_3C24L,105,125,267.749,24,24,247.68004322052002,13,0,5,14.399849925711315,150.0,143.99849925711317
L2_3C24L,106,126,299.965,24,24,272.0707778930664,6,0,4,23.097392306787302,130.0,230.97392306787305
L2_3C24L,107,127,302.096,24,24,274.45854663848877,4,0,6,13.471485494798149,150.0,134.7148549479815
L2_3C24L,108,128,269.688,24,24,271.11586475372314,5,0,2,16.280433923343313,150.0,162.80433923343315
L2_3C24L,109,129,291.997,24,24,262.6532850265503,7,0,8,19.48905545167312,150.0,194.89055451673119
L2_3C24L,110,130,254.287,24,24,291.87170219421387,4,0,2,12.094320575133409,110.0,120.94320575133409
L2_3C24L,111,131,438.175,24,24,278.3465757369995,3,0,24,17.178051713630083,130.0,171.78051713630083
L2_3C24L,112,132,292.883,24,24,250.76853466033936,14,0,14,15.771550554414354,130.0,157.71550554414358
